country,date,inflation,unemployment
FR,2014-11-01,0.4,10.5
FR,2014-11-01,0.4,10.5
FR,2014-12-01,0.1,10.8
FR,2014-12-01,0.1,10.5
FR,2014-12-01,0.1,10.5
FR,2015-01-01,-0.4,11.0
FR,2015-01-01,-0.4,10.4
FR,2015-01-01,-0.4,10.4
FR,2015-02-01,-0.3,10.8
FR,2015-02-01,-0.3,10.3
FR,2015-02-01,-0.3,10.4
FR,2015-03-01,0.0,10.5
FR,2015-03-01,0.0,10.4
FR,2015-03-01,0.0,10.4
FR,2015-04-01,0.1,10.3
FR,2015-04-01,0.1,10.4
FR,2015-04-01,0.1,10.4
FR,2015-05-01,0.3,10.2
FR,2015-05-01,0.3,10.5
FR,2015-05-01,0.3,10.5
FR,2015-06-01,0.3,9.8
FR,2015-06-01,0.3,10.4
FR,2015-06-01,0.3,10.4
FR,2015-07-01,0.2,9.7
FR,2015-07-01,0.2,10.3
FR,2015-07-01,0.2,10.3
FR,2015-08-01,0.1,10.3
FR,2015-08-01,0.1,10.3
FR,2015-08-01,0.1,10.3
FR,2015-09-01,0.1,10.0
FR,2015-09-01,0.1,10.3
FR,2015-09-01,0.1,10.3
FR,2015-10-01,0.2,10.4
FR,2015-10-01,0.2,10.3
FR,2015-10-01,0.2,10.3
FR,2015-11-01,0.1,10.7
FR,2015-11-01,0.1,10.3
FR,2015-11-01,0.1,10.3
FR,2015-12-01,0.3,10.6
FR,2015-12-01,0.3,10.2
FR,2015-12-01,0.3,10.2
FR,2016-01-01,0.3,10.9
FR,2016-01-01,0.3,10.3
FR,2016-01-01,0.3,10.3
FR,2016-02-01,-0.1,10.8
FR,2016-02-01,-0.1,10.4
FR,2016-02-01,-0.1,10.3
FR,2016-03-01,-0.1,10.3
FR,2016-03-01,-0.1,10.2
FR,2016-03-01,-0.1,10.2
FR,2016-04-01,-0.1,9.9
FR,2016-04-01,-0.1,10.1
FR,2016-04-01,-0.1,10.1
FR,2016-05-01,0.1,9.7
FR,2016-05-01,0.1,10.0
FR,2016-05-01,0.1,10.1
FR,2016-06-01,0.3,9.3
FR,2016-06-01,0.3,10.0
FR,2016-06-01,0.3,10.0
FR,2016-07-01,0.4,9.3
FR,2016-07-01,0.4,9.8
FR,2016-07-01,0.4,9.9
FR,2016-08-01,0.4,9.9
FR,2016-08-01,0.4,9.9
FR,2016-08-01,0.4,9.9
FR,2016-09-01,0.5,9.7
FR,2016-09-01,0.5,9.9
FR,2016-09-01,0.5,9.9
FR,2016-10-01,0.5,10.2
FR,2016-10-01,0.5,10.1
FR,2016-10-01,0.5,10.0
FR,2016-11-01,0.7,10.4
FR,2016-11-01,0.7,10.1
FR,2016-11-01,0.7,10.1
FR,2016-12-01,0.8,10.3
FR,2016-12-01,0.8,10.0
FR,2016-12-01,0.8,9.9
FR,2017-01-01,1.6,10.3
FR,2017-01-01,1.6,9.7
FR,2017-01-01,1.6,9.7
FR,2017-02-01,1.4,10.0
FR,2017-02-01,1.4,9.6
FR,2017-02-01,1.4,9.6
FR,2017-03-01,1.4,9.7
FR,2017-03-01,1.4,9.6
FR,2017-03-01,1.4,9.6
FR,2017-04-01,1.4,9.3
FR,2017-04-01,1.4,9.5
FR,2017-04-01,1.4,9.6
FR,2017-05-01,0.9,9.2
FR,2017-05-01,0.9,9.5
FR,2017-05-01,0.9,9.6
FR,2017-06-01,0.8,8.9
FR,2017-06-01,0.8,9.5
FR,2017-06-01,0.8,9.5
FR,2017-07-01,0.8,9.1
FR,2017-07-01,0.8,9.6
FR,2017-07-01,0.8,9.5
FR,2017-08-01,1.0,9.7
FR,2017-08-01,1.0,9.5
FR,2017-08-01,1.0,9.5
FR,2017-09-01,1.1,9.1
FR,2017-09-01,1.1,9.3
FR,2017-09-01,1.1,9.3
FR,2017-10-01,1.2,9.2
FR,2017-10-01,1.2,9.1
FR,2017-10-01,1.2,9.1
FR,2017-11-01,1.2,9.2
FR,2017-11-01,1.2,9.0
FR,2017-11-01,1.2,9.1
FR,2017-12-01,1.2,9.3
FR,2017-12-01,1.2,9.0
FR,2017-12-01,1.2,9.1
FR,2018-01-01,1.5,9.8
FR,2018-01-01,1.5,9.2
FR,2018-01-01,1.5,9.2
FR,2018-02-01,1.3,9.7
FR,2018-02-01,1.3,9.3
FR,2018-02-01,1.3,9.3
FR,2018-03-01,1.7,9.3
FR,2018-03-01,1.7,9.3
FR,2018-03-01,1.7,9.2
FR,2018-04-01,1.8,8.9
FR,2018-04-01,1.8,9.2
FR,2018-04-01,1.8,9.1
FR,2018-05-01,2.3,8.7
FR,2018-05-01,2.3,9.1
FR,2018-05-01,2.3,9.1
FR,2018-06-01,2.3,8.4
FR,2018-06-01,2.3,9.0
FR,2018-06-01,2.3,9.0
FR,2018-07-01,2.6,8.6
FR,2018-07-01,2.6,9.0
FR,2018-07-01,2.6,9.0
FR,2018-08-01,2.6,9.1
FR,2018-08-01,2.6,8.9
FR,2018-08-01,2.6,9.0
FR,2018-09-01,2.5,8.8
FR,2018-09-01,2.5,8.9
FR,2018-09-01,2.5,8.9
FR,2018-10-01,2.5,8.9
FR,2018-10-01,2.5,8.8
FR,2018-10-01,2.5,8.8
FR,2018-11-01,2.2,9.0
FR,2018-11-01,2.2,8.8
FR,2018-11-01,2.2,8.7
FR,2018-12-01,1.9,9.0
FR,2018-12-01,1.9,8.8
FR,2018-12-01,1.9,8.8
FR,2019-01-01,1.4,9.3
FR,2019-01-01,1.4,8.8
FR,2019-01-01,1.4,8.7
FR,2019-02-01,1.6,9.1
FR,2019-02-01,1.6,8.7
FR,2019-02-01,1.6,8.7
FR,2019-03-01,1.3,8.7
FR,2019-03-01,1.3,8.7
FR,2019-03-01,1.3,8.7
FR,2019-04-01,1.5,8.2
FR,2019-04-01,1.5,8.5
FR,2019-04-01,1.5,8.5
FR,2019-05-01,1.1,8.0
FR,2019-05-01,1.1,8.5
FR,2019-05-01,1.1,8.5
FR,2019-06-01,1.4,7.9
FR,2019-06-01,1.4,8.5
FR,2019-06-01,1.4,8.4
FR,2019-07-01,1.3,8.1
FR,2019-07-01,1.3,8.4
FR,2019-07-01,1.3,8.4
FR,2019-08-01,1.3,8.6
FR,2019-08-01,1.3,8.3
FR,2019-08-01,1.3,8.3
FR,2019-09-01,1.1,8.2
FR,2019-09-01,1.1,8.2
FR,2019-09-01,1.1,8.2
FR,2019-10-01,0.9,8.4
FR,2019-10-01,0.9,8.2
FR,2019-10-01,0.9,8.2
FR,2019-11-01,1.2,8.4
FR,2019-11-01,1.2,8.2
FR,2019-11-01,1.2,8.2
FR,2019-12-01,1.6,8.4
FR,2019-12-01,1.6,8.2
FR,2019-12-01,1.6,8.2
FR,2020-01-01,1.7,8.7
FR,2020-01-01,1.7,8.2
FR,2020-01-01,1.7,8.1
FR,2020-02-01,1.6,8.1
FR,2020-02-01,1.6,7.8
FR,2020-02-01,1.6,7.8
FR,2020-03-01,0.8,7.5
FR,2020-03-01,0.8,7.6
FR,2020-03-01,0.8,7.6
FR,2020-04-01,0.4,7.2
FR,2020-04-01,0.4,7.6
FR,2020-04-01,0.4,7.7
FR,2020-05-01,0.4,6.5
FR,2020-05-01,0.4,6.9
FR,2020-05-01,0.4,7.8
FR,2020-06-01,0.2,6.8
FR,2020-06-01,0.2,7.3
FR,2020-06-01,0.2,7.9
FR,2020-07-01,0.9,8.3
FR,2020-07-01,0.9,8.6
FR,2020-07-01,0.9,8.1
FR,2020-08-01,0.2,9.4
FR,2020-08-01,0.2,9.0
FR,2020-08-01,0.2,8.3
FR,2020-09-01,0.0,9.1
FR,2020-09-01,0.0,9.0
FR,2020-09-01,0.0,8.3
FR,2020-10-01,0.1,8.5
FR,2020-10-01,0.1,8.3
FR,2020-10-01,0.1,8.2
FR,2020-11-01,0.2,8.2
FR,2020-11-01,0.2,8.1
FR,2020-11-01,0.2,8.0
FR,2020-12-01,0.0,8.1
FR,2020-12-01,0.0,7.9
FR,2020-12-01,0.0,7.9
FR,2021-01-01,0.8,8.5
FR,2021-01-01,0.8,8.1
FR,2021-01-01,0.8,8.1
FR,2021-02-01,0.8,8.4
FR,2021-02-01,0.8,8.2
FR,2021-02-01,0.8,8.2
FR,2021-03-01,1.4,8.1
FR,2021-03-01,1.4,8.2
FR,2021-03-01,1.4,8.2
FR,2021-04-01,1.6,7.9
FR,2021-04-01,1.6,8.2
FR,2021-04-01,1.6,8.1
FR,2021-05-01,1.8,7.6
FR,2021-05-01,1.8,8.0
FR,2021-05-01,1.8,7.9
FR,2021-06-01,1.9,7.4
FR,2021-06-01,1.9,7.9
FR,2021-06-01,1.9,7.8
FR,2021-07-01,1.5,7.7
FR,2021-07-01,1.5,7.9
FR,2021-07-01,1.5,7.9
FR,2021-08-01,2.4,8.3
FR,2021-08-01,2.4,7.8
FR,2021-08-01,2.4,7.8
FR,2021-09-01,2.7,7.8
FR,2021-09-01,2.7,7.7
FR,2021-09-01,2.7,7.7
FR,2021-10-01,3.2,7.7
FR,2021-10-01,3.2,7.5
FR,2021-10-01,3.2,7.5
FR,2021-11-01,3.4,7.6
FR,2021-11-01,3.4,7.5
FR,2021-11-01,3.4,7.5
FR,2021-12-01,3.4,7.5
FR,2021-12-01,3.4,7.4
FR,2021-12-01,3.4,7.4
FR,2022-01-01,3.3,7.7
FR,2022-01-01,3.3,7.3
FR,2022-01-01,3.3,7.4
FR,2022-02-01,4.2,7.5
FR,2022-02-01,4.2,7.3
FR,2022-02-01,4.2,7.4
FR,2022-03-01,5.1,7.3
FR,2022-03-01,5.1,7.4
FR,2022-03-01,5.1,7.4
FR,2022-04-01,5.4,7.2
FR,2022-04-01,5.4,7.5
FR,2022-04-01,5.4,7.5
FR,2022-05-01,5.8,7.1
FR,2022-05-01,5.8,7.5
FR,2022-05-01,5.8,7.5
FR,2022-06-01,6.5,7.0
FR,2022-06-01,6.5,7.4
FR,2022-06-01,6.5,7.5
FR,2022-07-01,6.8,7.2
FR,2022-07-01,6.8,7.3
FR,2022-07-01,6.8,7.4
FR,2022-08-01,6.6,7.7
FR,2022-08-01,6.6,7.2
FR,2022-08-01,6.6,7.2
FR,2022-09-01,6.2,7.2
FR,2022-09-01,6.2,7.1
FR,2022-09-01,6.2,7.2
FR,2022-10-01,7.1,7.3
FR,2022-10-01,7.1,7.2
FR,2022-10-01,7.1,7.2
FR,2022-11-01,7.1,7.3
FR,2022-11-01,7.1,7.2
FR,2022-11-01,7.1,7.2
FR,2022-12-01,6.7,7.3
FR,2022-12-01,6.7,7.2
FR,2022-12-01,6.7,7.2
FR,2023-01-01,7.0,7.4
FR,2023-01-01,7.0,7.1
FR,2023-01-01,7.0,7.2
FR,2023-02-01,7.3,7.2
FR,2023-02-01,7.3,7.1
FR,2023-02-01,7.3,7.1
FR,2023-03-01,6.7,7.0
FR,2023-03-01,6.7,7.1
FR,2023-03-01,6.7,7.2
FR,2023-04-01,6.9,7.0
FR,2023-04-01,6.9,7.3
FR,2023-04-01,6.9,7.3
FR,2023-05-01,6.0,7.0
FR,2023-05-01,6.0,7.3
FR,2023-05-01,6.0,7.3
FR,2023-06-01,5.3,6.9
FR,2023-06-01,5.3,7.3
FR,2023-06-01,5.3,7.3
FR,2023-07-01,5.1,7.2
FR,2023-07-01,5.1,7.4
FR,2023-07-01,5.1,7.3
FR,2023-08-01,5.7,7.9
FR,2023-08-01,5.7,7.4
FR,2023-08-01,5.7,7.4
FR,2023-09-01,5.7,7.5
FR,2023-09-01,5.7,7.4
FR,2023-09-01,5.7,7.4
FR,2023-10-01,4.5,7.7
FR,2023-10-01,4.5,7.5
FR,2023-10-01,4.5,7.5
FR,2023-11-01,3.9,7.7
FR,2023-11-01,3.9,7.6
FR,2023-11-01,3.9,7.6
FR,2023-12-01,4.1,7.7
FR,2023-12-01,4.1,7.6
FR,2023-12-01,4.1,7.6
FR,2024-01-01,3.4,7.9
FR,2024-01-01,3.4,7.6
FR,2024-01-01,3.4,7.6
FR,2024-02-01,3.2,7.6
FR,2024-02-01,3.2,7.4
FR,2024-02-01,3.2,7.5
FR,2024-03-01,2.4,7.3
FR,2024-03-01,2.4,7.4
FR,2024-03-01,2.4,7.4
FR,2024-04-01,2.4,7.0
FR,2024-04-01,2.4,7.3
FR,2024-04-01,2.4,7.3
FR,2024-05-01,2.6,7.0
FR,2024-05-01,2.6,7.4
FR,2024-05-01,2.6,7.3
FR,2024-06-01,2.5,7.0
FR,2024-06-01,2.5,7.4
FR,2024-06-01,2.5,7.4
FR,2024-07-01,2.7,7.3
FR,2024-07-01,2.7,7.4
FR,2024-07-01,2.7,7.4
FR,2024-08-01,2.2,7.9
FR,2024-08-01,2.2,7.4
FR,2024-08-01,2.2,7.4
FR,2024-09-01,1.4,7.5
FR,2024-09-01,1.4,7.4
FR,2024-09-01,1.4,7.5
FR,2024-10-01,1.6,7.5
FR,2024-10-01,1.6,7.3
FR,2024-10-01,1.6,7.4
FR,2024-11-01,1.7,7.4
FR,2024-11-01,1.7,7.3
FR,2024-11-01,1.7,7.4
FR,2024-12-01,1.8,7.3
FR,2024-12-01,1.8,7.3
FR,2024-12-01,1.8,7.3
FR,2025-01-01,1.8,7.6
FR,2025-01-01,1.8,7.3
FR,2025-01-01,1.8,7.3
FR,2025-02-01,0.9,7.6
FR,2025-02-01,0.9,7.5
FR,2025-02-01,0.9,7.5
FR,2025-03-01,0.9,7.4
FR,2025-03-01,0.9,7.6
FR,2025-03-01,0.9,7.5
FR,2025-04-01,0.9,7.2
FR,2025-04-01,0.9,7.5
FR,2025-04-01,0.9,7.5
FR,2025-05-01,0.6,7.3
FR,2025-05-01,0.6,7.6
FR,2025-05-01,0.6,7.6
FR,2025-06-01,0.9,7.2
FR,2025-06-01,0.9,7.6
FR,2025-06-01,0.9,7.6
FR,2025-07-01,0.9,7.6
FR,2025-07-01,0.9,7.7
FR,2025-07-01,0.9,7.7
FR,2025-08-01,0.8,8.2
FR,2025-08-01,0.8,7.7
FR,2025-08-01,0.8,7.7
FR,2025-09-01,1.1,7.9
FR,2025-09-01,1.1,7.7
FR,2025-09-01,1.1,7.7
FR,2025-10-01,0.8,7.9
FR,2025-10-01,0.8,7.7
FR,2025-10-01,0.8,7.7
FR,2025-11-01,0.8,7.8
FR,2025-11-01,0.8,7.7
FR,2025-11-01,0.8,7.7
FR,2025-12-01,0.7,7.7
FR,2025-12-01,0.7,7.7
FR,2025-12-01,0.7,7.7
IT,1997-01-01,2.7,10.7
IT,1997-01-01,2.7,11.2
IT,1997-01-01,2.7,11.2
IT,1997-02-01,2.4,11.7
IT,1997-02-01,2.4,11.3
IT,1997-02-01,2.4,11.3
IT,1997-03-01,2.2,12.0
IT,1997-03-01,2.2,11.3
IT,1997-03-01,2.2,11.3
IT,1997-04-01,1.9,11.9
IT,1997-04-01,1.9,11.4
IT,1997-04-01,1.9,11.4
IT,1997-05-01,1.9,11.2
IT,1997-05-01,1.9,11.4
IT,1997-05-01,1.9,11.4
IT,1997-06-01,1.6,11.4
IT,1997-06-01,1.6,11.4
IT,1997-06-01,1.6,11.4
IT,1997-07-01,1.7,11.6
IT,1997-07-01,1.7,11.0
IT,1997-07-01,1.7,11.0
IT,1997-08-01,1.6,10.4
IT,1997-08-01,1.6,11.0
IT,1997-08-01,1.6,11.0
IT,1997-09-01,1.6,9.8
IT,1997-09-01,1.6,11.0
IT,1997-09-01,1.6,11.1
IT,1997-10-01,1.9,11.5
IT,1997-10-01,1.9,11.3
IT,1997-10-01,1.9,11.3
IT,1997-11-01,1.7,11.3
IT,1997-11-01,1.7,11.3
IT,1997-11-01,1.7,11.3
IT,1997-12-01,1.7,11.1
IT,1997-12-01,1.7,11.3
IT,1997-12-01,1.7,11.3
IT,1998-01-01,1.9,10.6
IT,1998-01-01,1.9,11.1
IT,1998-01-01,1.9,11.2
IT,1998-02-01,2.0,11.6
IT,1998-02-01,2.0,11.1
IT,1998-02-01,2.0,11.1
IT,1998-03-01,2.0,11.8
IT,1998-03-01,2.0,11.1
IT,1998-03-01,2.0,11.1
IT,1998-04-01,2.2,11.9
IT,1998-04-01,2.2,11.5
IT,1998-04-01,2.2,11.5
IT,1998-05-01,1.9,11.3
IT,1998-05-01,1.9,11.5
IT,1998-05-01,1.9,11.5
IT,1998-06-01,2.0,11.6
IT,1998-06-01,2.0,11.5
IT,1998-06-01,2.0,11.5
IT,1998-07-01,2.0,11.9
IT,1998-07-01,2.0,11.3
IT,1998-07-01,2.0,11.4
IT,1998-08-01,2.1,10.7
IT,1998-08-01,2.1,11.3
IT,1998-08-01,2.1,11.3
IT,1998-09-01,2.1,10.0
IT,1998-09-01,2.1,11.3
IT,1998-09-01,2.1,11.3
IT,1998-10-01,1.9,11.6
IT,1998-10-01,1.9,11.5
IT,1998-10-01,1.9,11.4
IT,1998-11-01,1.7,11.4
IT,1998-11-01,1.7,11.4
IT,1998-11-01,1.7,11.4
IT,1998-12-01,1.6,11.2
IT,1998-12-01,1.6,11.4
IT,1998-12-01,1.6,11.3
IT,1999-01-01,1.4,10.7
IT,1999-01-01,1.4,11.1
IT,1999-01-01,1.4,11.1
IT,1999-02-01,1.4,11.6
IT,1999-02-01,1.4,11.1
IT,1999-02-01,1.4,11.1
IT,1999-03-01,1.4,11.7
IT,1999-03-01,1.4,11.1
IT,1999-03-01,1.4,11.0
IT,1999-04-01,1.3,11.5
IT,1999-04-01,1.3,11.1
IT,1999-04-01,1.3,11.1
IT,1999-05-01,1.5,10.9
IT,1999-05-01,1.5,11.1
IT,1999-05-01,1.5,11.1
IT,1999-06-01,1.4,11.1
IT,1999-06-01,1.4,11.0
IT,1999-06-01,1.4,11.1
IT,1999-07-01,1.7,11.5
IT,1999-07-01,1.7,11.0
IT,1999-07-01,1.7,10.9
IT,1999-08-01,1.5,10.3
IT,1999-08-01,1.5,10.9
IT,1999-08-01,1.5,10.9
IT,1999-09-01,1.8,9.6
IT,1999-09-01,1.8,10.9
IT,1999-09-01,1.8,10.9
IT,1999-10-01,2.0,10.8
IT,1999-10-01,2.0,10.7
IT,1999-10-01,2.0,10.7
IT,1999-11-01,2.0,10.4
IT,1999-11-01,2.0,10.7
IT,1999-11-01,2.0,10.7
IT,1999-12-01,2.2,10.3
IT,1999-12-01,2.2,10.6
IT,1999-12-01,2.2,10.6
IT,2000-01-01,2.2,10.2
IT,2000-01-01,2.2,10.6
IT,2000-01-01,2.2,10.6
IT,2000-02-01,2.4,11.1
IT,2000-02-01,2.4,10.6
IT,2000-02-01,2.4,10.6
IT,2000-03-01,2.5,11.2
IT,2000-03-01,2.5,10.5
IT,2000-03-01,2.5,10.5
IT,2000-04-01,2.4,10.7
IT,2000-04-01,2.4,10.3
IT,2000-04-01,2.4,10.2
IT,2000-05-01,2.5,10.0
IT,2000-05-01,2.5,10.3
IT,2000-05-01,2.5,10.2
IT,2000-06-01,2.8,10.2
IT,2000-06-01,2.8,10.2
IT,2000-06-01,2.8,10.1
IT,2000-07-01,2.8,10.5
IT,2000-07-01,2.8,10.0
IT,2000-07-01,2.8,10.0
IT,2000-08-01,2.8,9.5
IT,2000-08-01,2.8,10.0
IT,2000-08-01,2.8,10.0
IT,2000-09-01,2.8,8.8
IT,2000-09-01,2.8,9.9
IT,2000-09-01,2.8,9.9
IT,2000-10-01,2.7,9.8
IT,2000-10-01,2.7,9.6
IT,2000-10-01,2.7,9.7
IT,2000-11-01,2.9,9.4
IT,2000-11-01,2.9,9.6
IT,2000-11-01,2.9,9.7
IT,2000-12-01,2.7,9.2
IT,2000-12-01,2.7,9.6
IT,2000-12-01,2.7,9.6
IT,2001-01-01,2.5,9.0
IT,2001-01-01,2.5,9.4
IT,2001-01-01,2.5,9.4
IT,2001-02-01,1.5,9.8
IT,2001-02-01,1.5,9.4
IT,2001-02-01,1.5,9.4
IT,2001-03-01,2.2,9.8
IT,2001-03-01,2.2,9.3
IT,2001-03-01,2.2,9.3
IT,2001-04-01,3.0,9.4
IT,2001-04-01,3.0,9.2
IT,2001-04-01,3.0,9.2
IT,2001-05-01,2.8,8.8
IT,2001-05-01,2.8,9.1
IT,2001-05-01,2.8,9.1
IT,2001-06-01,2.8,9.0
IT,2001-06-01,2.8,9.1
IT,2001-06-01,2.8,9.1
IT,2001-07-01,2.3,9.4
IT,2001-07-01,2.3,9.1
IT,2001-07-01,2.3,9.1
IT,2001-08-01,2.0,8.5
IT,2001-08-01,2.0,9.0
IT,2001-08-01,2.0,9.0
IT,2001-09-01,2.0,8.0
IT,2001-09-01,2.0,9.0
IT,2001-09-01,2.0,9.0
IT,2001-10-01,2.3,9.1
IT,2001-10-01,2.3,8.9
IT,2001-10-01,2.3,8.9
IT,2001-11-01,2.3,8.8
IT,2001-11-01,2.3,8.9
IT,2001-11-01,2.3,8.9
IT,2001-12-01,2.3,8.5
IT,2001-12-01,2.3,8.8
IT,2001-12-01,2.3,8.8
IT,2002-01-01,2.3,8.2
IT,2002-01-01,2.3,8.6
IT,2002-01-01,2.3,8.6
IT,2002-02-01,2.5,8.9
IT,2002-02-01,2.5,8.5
IT,2002-02-01,2.5,8.6
IT,2002-03-01,2.5,9.0
IT,2002-03-01,2.5,8.5
IT,2002-03-01,2.5,8.5
IT,2002-04-01,2.5,9.0
IT,2002-04-01,2.5,8.9
IT,2002-04-01,2.5,8.9
IT,2002-05-01,2.5,8.5
IT,2002-05-01,2.5,8.8
IT,2002-05-01,2.5,8.8
IT,2002-06-01,2.4,8.6
IT,2002-06-01,2.4,8.8
IT,2002-06-01,2.4,8.8
IT,2002-07-01,2.5,8.9
IT,2002-07-01,2.5,8.6
IT,2002-07-01,2.5,8.6
IT,2002-08-01,2.5,8.0
IT,2002-08-01,2.5,8.6
IT,2002-08-01,2.5,8.6
IT,2002-09-01,2.9,7.4
IT,2002-09-01,2.9,8.6
IT,2002-09-01,2.9,8.6
IT,2002-10-01,2.9,8.5
IT,2002-10-01,2.9,8.5
IT,2002-10-01,2.9,8.5
IT,2002-11-01,2.9,8.3
IT,2002-11-01,2.9,8.5
IT,2002-11-01,2.9,8.5
IT,2002-12-01,3.0,8.4
IT,2002-12-01,3.0,8.4
IT,2002-12-01,3.0,8.4
IT,2003-01-01,2.9,8.5
IT,2003-01-01,2.9,8.8
IT,2003-01-01,2.9,8.8
IT,2003-02-01,2.6,9.4
IT,2003-02-01,2.6,8.7
IT,2003-02-01,2.6,8.7
IT,2003-03-01,3.0,9.4
IT,2003-03-01,3.0,8.7
IT,2003-03-01,3.0,8.7
IT,2003-04-01,3.0,8.8
IT,2003-04-01,3.0,8.4
IT,2003-04-01,3.0,8.8
IT,2003-05-01,2.8,8.1
IT,2003-05-01,2.8,8.5
IT,2003-05-01,2.8,8.7
IT,2003-06-01,2.8,8.3
IT,2003-06-01,2.8,8.5
IT,2003-06-01,2.8,8.7
IT,2003-07-01,2.8,8.6
IT,2003-07-01,2.8,8.4
IT,2003-07-01,2.8,8.5
IT,2003-08-01,2.8,7.9
IT,2003-08-01,2.8,8.4
IT,2003-08-01,2.8,8.5
IT,2003-09-01,2.9,7.4
IT,2003-09-01,2.9,8.4
IT,2003-09-01,2.9,8.4
IT,2003-10-01,2.8,8.6
IT,2003-10-01,2.8,8.2
IT,2003-10-01,2.8,8.4
IT,2003-11-01,2.8,8.3
IT,2003-11-01,2.8,8.2
IT,2003-11-01,2.8,8.3
IT,2003-12-01,2.5,7.9
IT,2003-12-01,2.5,8.2
IT,2003-12-01,2.5,8.3
IT,2004-01-01,2.2,8.8
IT,2004-01-01,2.2,8.3
IT,2004-02-01,2.4,8.5
IT,2004-02-01,2.4,8.0
IT,2004-03-01,2.3,8.9
IT,2004-03-01,2.3,8.3
IT,2004-04-01,2.4,8.2
IT,2004-04-01,2.4,8.2
IT,2004-05-01,2.4,8.0
IT,2004-05-01,2.4,8.1
IT,2004-06-01,2.4,7.5
IT,2004-06-01,2.4,7.8
IT,2004-07-01,2.2,7.0
IT,2004-07-01,2.2,7.8
IT,2004-08-01,2.4,6.8
IT,2004-08-01,2.4,7.7
IT,2004-09-01,2.1,8.1
IT,2004-09-01,2.1,8.1
IT,2004-10-01,2.1,8.3
IT,2004-10-01,2.1,8.0
IT,2004-11-01,2.0,8.6
IT,2004-11-01,2.0,8.1
IT,2004-12-01,2.3,7.9
IT,2004-12-01,2.3,7.9
IT,2005-01-01,2.0,8.1
IT,2005-01-01,2.0,7.8
IT,2005-02-01,2.1,8.6
IT,2005-02-01,2.1,8.0
IT,2005-03-01,2.2,8.3
IT,2005-03-01,2.2,7.9
IT,2005-04-01,2.1,7.8
IT,2005-04-01,2.1,7.9
IT,2005-05-01,2.3,7.4
IT,2005-05-01,2.3,7.6
IT,2005-06-01,2.2,7.5
IT,2005-06-01,2.2,7.9
IT,2005-07-01,2.2,6.6
IT,2005-07-01,2.2,7.6
IT,2005-08-01,2.2,6.4
IT,2005-08-01,2.2,7.5
IT,2005-09-01,2.2,8.2
IT,2005-09-01,2.2,7.9
IT,2005-10-01,2.5,8.6
IT,2005-10-01,2.5,7.9
IT,2005-11-01,2.4,8.2
IT,2005-11-01,2.4,7.6
IT,2005-12-01,2.0,7.7
IT,2005-12-01,2.0,7.6
IT,2006-01-01,2.2,7.8
IT,2006-01-01,2.2,7.4
IT,2006-02-01,2.2,8.0
IT,2006-02-01,2.2,7.4
IT,2006-03-01,2.2,7.3
IT,2006-03-01,2.2,7.2
IT,2006-04-01,2.4,6.9
IT,2006-04-01,2.4,7.1
IT,2006-05-01,2.3,6.9
IT,2006-05-01,2.3,7.0
IT,2006-06-01,2.4,6.1
IT,2006-06-01,2.4,6.7
IT,2006-07-01,2.4,5.7
IT,2006-07-01,2.4,6.6
IT,2006-08-01,2.3,5.9
IT,2006-08-01,2.3,6.7
IT,2006-09-01,2.5,7.0
IT,2006-09-01,2.5,6.7
IT,2006-10-01,1.9,7.5
IT,2006-10-01,1.9,6.7
IT,2006-11-01,2.0,7.1
IT,2006-11-01,2.0,6.6
IT,2006-12-01,2.1,6.2
IT,2006-12-01,2.1,6.3
IT,2007-01-01,1.9,6.9
IT,2007-01-01,1.9,6.3
IT,2007-02-01,2.1,6.6
IT,2007-02-01,2.1,6.1
IT,2007-03-01,2.0,5.9
IT,2007-03-01,2.0,6.1
IT,2007-04-01,1.8,5.6
IT,2007-04-01,1.8,5.8
IT,2007-05-01,1.9,6.1
IT,2007-05-01,1.9,6.2
IT,2007-06-01,2.0,5.5
IT,2007-06-01,2.0,6.0
IT,2007-07-01,1.6,5.8
IT,2007-07-01,1.6,6.3
IT,2007-08-01,1.6,5.3
IT,2007-08-01,1.6,6.2
IT,2007-09-01,1.7,6.1
IT,2007-09-01,1.7,6.2
IT,2007-10-01,2.3,6.6
IT,2007-10-01,2.3,6.3
IT,2007-11-01,2.5,6.7
IT,2007-11-01,2.5,6.3
IT,2007-12-01,2.8,6.7
IT,2007-12-01,2.8,6.7
IT,2008-01-01,3.2,7.4
IT,2008-01-01,3.2,6.7
IT,2008-02-01,3.0,7.3
IT,2008-02-01,3.0,6.7
IT,2008-03-01,3.6,6.5
IT,2008-03-01,3.6,6.4
IT,2008-04-01,3.4,7.0
IT,2008-04-01,3.4,6.8
IT,2008-05-01,3.8,6.7
IT,2008-05-01,3.8,6.8
IT,2008-06-01,4.0,6.7
IT,2008-06-01,4.0,6.9
IT,2008-07-01,4.0,6.0
IT,2008-07-01,4.0,6.6
IT,2008-08-01,4.3,5.7
IT,2008-08-01,4.3,6.8
IT,2008-09-01,3.9,6.7
IT,2008-09-01,3.9,6.8
IT,2008-10-01,3.6,7.3
IT,2008-10-01,3.6,7.0
IT,2008-11-01,2.8,7.3
IT,2008-11-01,2.8,7.1
IT,2008-12-01,2.4,6.7
IT,2008-12-01,2.4,6.8
IT,2009-01-01,1.4,8.0
IT,2009-01-01,1.4,7.3
IT,2009-02-01,1.6,8.0
