country,date,unemployment
ES,1990-10,15.4
IT,1990-10,8.8
NL,1990-10,6.0
BE,1990-10,6.4
ES,1990-10,15.3
FR,1990-10,8.3
IT,1990-10,8.8
NL,1990-10,5.9
PT,1990-10,5.5
BE,1990-10,6.4
ES,1990-10,15.3
IT,1990-10,8.8
NL,1990-10,5.9
PT,1990-10,5.5
BE,1990-11,6.6
ES,1990-11,15.3
IT,1990-11,8.8
NL,1990-11,5.9
BE,1990-11,6.4
ES,1990-11,15.3
FR,1990-11,8.3
IT,1990-11,8.7
NL,1990-11,5.9
PT,1990-11,5.4
BE,1990-11,6.4
ES,1990-11,15.3
IT,1990-11,8.7
NL,1990-11,5.9
PT,1990-11,5.4
BE,1990-12,6.5
ES,1990-12,15.4
IT,1990-12,8.8
NL,1990-12,5.5
BE,1990-12,6.4
ES,1990-12,15.3
FR,1990-12,8.3
IT,1990-12,8.7
NL,1990-12,5.9
PT,1990-12,5.3
BE,1990-12,6.4
ES,1990-12,15.3
IT,1990-12,8.7
NL,1990-12,5.9
PT,1990-12,5.3
BE,1991-01,6.5
ES,1991-01,15.4
IT,1991-01,8.7
NL,1991-01,6.1
BE,1991-01,6.4
DE,1991-01,5.2
ES,1991-01,15.1
FR,1991-01,8.3
IT,1991-01,8.7
NL,1991-01,5.8
PT,1991-01,5.2
BE,1991-01,6.4
DE,1991-01,5.2
ES,1991-01,15.2
IT,1991-01,8.6
NL,1991-01,5.8
PT,1991-01,5.2
BE,1991-02,6.4
ES,1991-02,15.4
IT,1991-02,8.8
NL,1991-02,6.3
BE,1991-02,6.4
DE,1991-02,5.2
ES,1991-02,15.1
FR,1991-02,8.3
IT,1991-02,8.6
NL,1991-02,5.8
PT,1991-02,5.0
BE,1991-02,6.4
DE,1991-02,5.2
ES,1991-02,15.1
IT,1991-02,8.6
NL,1991-02,5.8
PT,1991-02,5.0
BE,1991-03,6.3
ES,1991-03,15.3
IT,1991-03,8.6
NL,1991-03,6.2
BE,1991-03,6.4
DE,1991-03,5.3
ES,1991-03,15.1
FR,1991-03,8.3
IT,1991-03,8.6
NL,1991-03,5.8
PT,1991-03,4.9
BE,1991-03,6.4
DE,1991-03,5.3
ES,1991-03,15.1
IT,1991-03,8.6
NL,1991-03,5.8
PT,1991-03,4.9
BE,1991-04,6.1
ES,1991-04,15.2
IT,1991-04,8.5
NL,1991-04,5.8
BE,1991-04,6.4
DE,1991-04,5.3
ES,1991-04,15.2
FR,1991-04,8.4
IT,1991-04,8.5
NL,1991-04,5.8
PT,1991-04,4.8
BE,1991-04,6.4
DE,1991-04,5.3
ES,1991-04,15.2
IT,1991-04,8.5
NL,1991-04,5.8
PT,1991-04,4.8
BE,1991-05,5.9
ES,1991-05,15.0
IT,1991-05,8.3
NL,1991-05,5.7
BE,1991-05,6.4
DE,1991-05,5.3
ES,1991-05,15.3
FR,1991-05,8.5
IT,1991-05,8.5
NL,1991-05,5.7
PT,1991-05,4.9
BE,1991-05,6.4
DE,1991-05,5.3
ES,1991-05,15.3
IT,1991-05,8.5
NL,1991-05,5.7
PT,1991-05,4.9
BE,1991-06,5.9
ES,1991-06,15.1
IT,1991-06,8.3
NL,1991-06,5.7
BE,1991-06,6.4
DE,1991-06,5.4
ES,1991-06,15.4
FR,1991-06,8.5
IT,1991-06,8.4
NL,1991-06,5.7
PT,1991-06,5.0
BE,1991-06,6.4
DE,1991-06,5.4
ES,1991-06,15.4
IT,1991-06,8.5
NL,1991-06,5.7
PT,1991-06,5.0
BE,1991-07,6.3
ES,1991-07,15.3
IT,1991-07,8.2
NL,1991-07,5.1
BE,1991-07,6.4
DE,1991-07,5.5
ES,1991-07,15.6
FR,1991-07,8.6
IT,1991-07,8.4
NL,1991-07,5.7
PT,1991-07,5.2
BE,1991-07,6.4
DE,1991-07,5.5
ES,1991-07,15.6
IT,1991-07,8.4
NL,1991-07,5.7
PT,1991-07,5.2
BE,1991-08,6.7
ES,1991-08,15.4
IT,1991-08,8.3
NL,1991-08,5.2
BE,1991-08,6.4
DE,1991-08,5.6
ES,1991-08,15.8
FR,1991-08,8.7
IT,1991-08,8.4
NL,1991-08,5.7
PT,1991-08,5.2
BE,1991-08,6.4
DE,1991-08,5.6
ES,1991-08,15.8
IT,1991-08,8.5
NL,1991-08,5.7
PT,1991-08,5.2
BE,1991-09,6.8
ES,1991-09,15.8
IT,1991-09,8.4
NL,1991-09,5.5
BE,1991-09,6.4
DE,1991-09,5.7
ES,1991-09,15.9
FR,1991-09,8.8
IT,1991-09,8.5
NL,1991-09,5.7
PT,1991-09,5.2
BE,1991-09,6.4
DE,1991-09,5.7
ES,1991-09,15.9
IT,1991-09,8.5
NL,1991-09,5.7
PT,1991-09,5.2
BE,1991-10,6.8
ES,1991-10,16.0
IT,1991-10,8.7
NL,1991-10,5.6
BE,1991-10,6.5
DE,1991-10,5.8
ES,1991-10,15.9
FR,1991-10,8.9
IT,1991-10,8.5
NL,1991-10,5.7
PT,1991-10,5.2
BE,1991-10,6.5
DE,1991-10,5.8
ES,1991-10,16.0
IT,1991-10,8.5
NL,1991-10,5.6
PT,1991-10,5.2
BE,1991-11,6.8
ES,1991-11,16.0
IT,1991-11,8.8
NL,1991-11,5.6
BE,1991-11,6.6
DE,1991-11,5.9
ES,1991-11,15.9
FR,1991-11,9.0
IT,1991-11,8.7
NL,1991-11,5.6
PT,1991-11,5.0
BE,1991-11,6.6
DE,1991-11,5.9
ES,1991-11,16.0
IT,1991-11,8.6
NL,1991-11,5.6
PT,1991-11,5.0
BE,1991-12,6.8
ES,1991-12,16.1
IT,1991-12,8.6
NL,1991-12,5.3
BE,1991-12,6.7
DE,1991-12,6.0
ES,1991-12,15.9
FR,1991-12,9.1
IT,1991-12,8.6
NL,1991-12,5.6
PT,1991-12,4.9
BE,1991-12,6.7
DE,1991-12,6.0
ES,1991-12,16.0
IT,1991-12,8.6
NL,1991-12,5.6
PT,1991-12,4.9
BE,1992-01,6.9
ES,1992-01,16.4
IT,1992-01,8.7
NL,1992-01,5.9
BE,1992-01,6.7
DE,1992-01,6.0
ES,1992-01,16.0
FR,1992-01,9.1
IT,1992-01,8.6
NL,1992-01,5.6
PT,1992-01,4.8
BE,1992-01,6.7
DE,1992-01,6.0
ES,1992-01,16.0
IT,1992-01,8.6
NL,1992-01,5.6
PT,1992-01,4.8
BE,1992-02,6.8
ES,1992-02,16.5
IT,1992-02,8.9
NL,1992-02,6.1
BE,1992-02,6.7
DE,1992-02,6.1
ES,1992-02,16.1
FR,1992-02,9.2
IT,1992-02,8.7
NL,1992-02,5.6
PT,1992-02,4.8
BE,1992-02,6.7
DE,1992-02,6.1
ES,1992-02,16.1
IT,1992-02,8.7
NL,1992-02,5.6
PT,1992-02,4.7
BE,1992-03,6.7
ES,1992-03,16.6
IT,1992-03,8.9
NL,1992-03,6.1
BE,1992-03,6.8
DE,1992-03,6.2
ES,1992-03,16.3
FR,1992-03,9.3
IT,1992-03,8.7
NL,1992-03,5.6
PT,1992-03,4.8
BE,1992-03,6.8
DE,1992-03,6.2
ES,1992-03,16.3
IT,1992-03,8.7
NL,1992-03,5.6
PT,1992-03,4.8
BE,1992-04,6.6
ES,1992-04,16.4
IT,1992-04,8.6
NL,1992-04,5.7
BE,1992-04,6.9
DE,1992-04,6.3
ES,1992-04,16.4
FR,1992-04,9.3
IT,1992-04,8.7
NL,1992-04,5.6
PT,1992-04,4.9
BE,1992-04,6.9
DE,1992-04,6.3
ES,1992-04,16.4
IT,1992-04,8.7
NL,1992-04,5.6
PT,1992-04,4.9
BE,1992-05,6.5
ES,1992-05,16.2
IT,1992-05,8.5
NL,1992-05,5.7
BE,1992-05,7.0
DE,1992-05,6.4
ES,1992-05,16.5
FR,1992-05,9.4
IT,1992-05,8.6
NL,1992-05,5.6
PT,1992-05,4.9
BE,1992-05,7.0
DE,1992-05,6.4
ES,1992-05,16.5
IT,1992-05,8.7
NL,1992-05,5.6
PT,1992-05,4.9
BE,1992-06,6.5
ES,1992-06,16.3
IT,1992-06,8.5
NL,1992-06,5.7
BE,1992-06,7.1
DE,1992-06,6.5
ES,1992-06,16.7
FR,1992-06,9.4
IT,1992-06,8.7
NL,1992-06,5.7
PT,1992-06,4.9
BE,1992-06,7.1
DE,1992-06,6.5
ES,1992-06,16.7
IT,1992-06,8.7
NL,1992-06,5.7
PT,1992-06,4.9
BE,1992-07,7.0
ES,1992-07,16.4
IT,1992-07,8.7
NL,1992-07,5.2
BE,1992-07,7.1
DE,1992-07,6.6
ES,1992-07,16.9
FR,1992-07,9.4
IT,1992-07,8.9
NL,1992-07,5.7
PT,1992-07,5.0
BE,1992-07,7.1
DE,1992-07,6.6
ES,1992-07,16.9
IT,1992-07,8.9
NL,1992-07,5.7
PT,1992-07,5.0
BE,1992-08,7.5
ES,1992-08,16.7
IT,1992-08,8.8
NL,1992-08,5.4
BE,1992-08,7.1
DE,1992-08,6.8
ES,1992-08,17.2
FR,1992-08,9.5
IT,1992-08,9.0
NL,1992-08,5.8
PT,1992-08,5.0
BE,1992-08,7.1
DE,1992-08,6.8
ES,1992-08,17.2
IT,1992-08,9.0
NL,1992-08,5.8
PT,1992-08,5.1
BE,1992-09,7.6
ES,1992-09,17.3
IT,1992-09,8.9
NL,1992-09,5.7
BE,1992-09,7.2
DE,1992-09,6.9
ES,1992-09,17.5
FR,1992-09,9.6
IT,1992-09,9.1
NL,1992-09,5.8
PT,1992-09,5.1
BE,1992-09,7.2
DE,1992-09,6.9
ES,1992-09,17.5
IT,1992-09,9.0
NL,1992-09,5.8
PT,1992-09,5.1
BE,1992-10,7.6
ES,1992-10,18.0
IT,1992-10,9.0
NL,1992-10,5.9
BE,1992-10,7.3
DE,1992-10,7.0
ES,1992-10,18.0
FR,1992-10,9.6
IT,1992-10,8.9
NL,1992-10,5.9
PT,1992-10,5.1
BE,1992-10,7.3
DE,1992-10,7.0
ES,1992-10,18.0
IT,1992-10,8.9
NL,1992-10,5.9
PT,1992-10,5.1
BE,1992-11,7.6
ES,1992-11,18.5
IT,1992-11,9.0
NL,1992-11,6.0
BE,1992-11,7.5
DE,1992-11,7.1
ES,1992-11,18.4
FR,1992-11,9.7
IT,1992-11,8.9
NL,1992-11,5.9
PT,1992-11,5.2
BE,1992-11,7.5
DE,1992-11,7.1
ES,1992-11,18.4
IT,1992-11,8.9
NL,1992-11,6.0
PT,1992-11,5.2
BE,1992-12,7.8
ES,1992-12,18.9
IT,1992-12,9.0
NL,1992-12,5.7
BE,1992-12,7.7
DE,1992-12,7.2
ES,1992-12,18.8
FR,1992-12,9.8
IT,1992-12,8.9
NL,1992-12,6.0
PT,1992-12,5.4
BE,1992-12,7.7
DE,1992-12,7.2
ES,1992-12,18.8
IT,1992-12,9.0
NL,1992-12,6.0
PT,1992-12,5.4
BE,1993-01,8.0
ES,1993-01,19.5
IT,1993-01,8.8
NL,1993-01,6.4
BE,1993-01,7.8
DE,1993-01,7.3
ES,1993-01,19.2
FR,1993-01,9.8
IT,1993-01,9.0
NL,1993-01,6.1
PT,1993-01,5.5
BE,1993-01,7.8
DE,1993-01,7.3
ES,1993-01,19.2
IT,1993-01,9.1
NL,1993-01,6.1
PT,1993-01,5.5
BE,1993-02,8.0
ES,1993-02,19.9
IT,1993-02,8.7
NL,1993-02,6.7
BE,1993-02,7.9
DE,1993-02,7.4
ES,1993-02,19.5
FR,1993-02,9.9
IT,1993-02,9.1
NL,1993-02,6.2
PT,1993-02,5.7
BE,1993-02,7.9
DE,1993-02,7.4
ES,1993-02,19.6
IT,1993-02,9.2
NL,1993-02,6.2
PT,1993-02,5.7
BE,1993-03,8.0
ES,1993-03,20.4
IT,1993-03,9.2
NL,1993-03,6.8
BE,1993-03,8.1
DE,1993-03,7.5
ES,1993-03,20.0
FR,1993-03,9.9
IT,1993-03,9.3
NL,1993-03,6.3
PT,1993-03,5.9
BE,1993-03,8.1
DE,1993-03,7.5
ES,1993-03,19.9
IT,1993-03,9.4
NL,1993-03,6.3
PT,1993-03,5.9
BE,1993-04,7.9
ES,1993-04,20.3
IT,1993-04,9.9
NL,1993-04,6.5
BE,1993-04,8.2
DE,1993-04,7.5
ES,1993-04,20.2
FR,1993-04,10.1
IT,1993-04,9.7
NL,1993-04,6.4
PT,1993-04,6.1
BE,1993-04,8.2
DE,1993-04,7.5
ES,1993-04,20.2
IT,1993-04,9.7
NL,1993-04,6.4
PT,1993-04,6.1
BE,1993-05,7.9
ES,1993-05,20.2
IT,1993-05,9.7
NL,1993-05,6.4
BE,1993-05,8.4
DE,1993-05,7.6
ES,1993-05,20.4
FR,1993-05,10.1
IT,1993-05,9.8
NL,1993-05,6.4
PT,1993-05,6.2
BE,1993-05,8.4
DE,1993-05,7.6
ES,1993-05,20.4
IT,1993-05,9.8
NL,1993-05,6.4
PT,1993-05,6.2
BE,1993-06,8.0
ES,1993-06,20.7
IT,1993-06,10.1
NL,1993-06,6.5
BE,1993-06,8.5
DE,1993-06,7.7
ES,1993-06,20.9
FR,1993-06,10.2
IT,1993-06,9.9
NL,1993-06,6.5
PT,1993-06,6.3
BE,1993-06,8.5
DE,1993-06,7.7
ES,1993-06,20.9
IT,1993-06,9.9
NL,1993-06,6.5
PT,1993-06,6.3
BE,1993-07,8.5
ES,1993-07,20.9
IT,1993-07,10.4
NL,1993-07,5.9
BE,1993-07,8.7
DE,1993-07,7.8
ES,1993-07,21.3
FR,1993-07,10.3
IT,1993-07,9.9
NL,1993-07,6.6
PT,1993-07,6.4
BE,1993-07,8.7
DE,1993-07,7.8
ES,1993-07,21.2
IT,1993-07,9.9
NL,1993-07,6.6
PT,1993-07,6.4
BE,1993-08,9.2
ES,1993-08,20.9
IT,1993-08,9.3
NL,1993-08,6.1
BE,1993-08,8.9
DE,1993-08,7.9
ES,1993-08,21.4
FR,1993-08,10.4
IT,1993-08,10.0
NL,1993-08,6.6
PT,1993-08,6.5
BE,1993-08,8.9
DE,1993-08,7.9
ES,1993-08,21.4
IT,1993-08,10.0
NL,1993-08,6.6
PT,1993-08,6.5
BE,1993-09,9.4
ES,1993-09,21.4
IT,1993-09,8.9
NL,1993-09,6.5
BE,1993-09,9.0
DE,1993-09,8.0
ES,1993-09,21.5
FR,1993-09,10.5
IT,1993-09,10.0
NL,1993-09,6.7
PT,1993-09,6.6
BE,1993-09,9.0
DE,1993-09,8.0
ES,1993-09,21.6
IT,1993-09,10.1
NL,1993-09,6.7
PT,1993-09,6.6
BE,1993-10,9.5
ES,1993-10,21.8
IT,1993-10,10.6
NL,1993-10,6.7
BE,1993-10,9.2
DE,1993-10,8.1
ES,1993-10,21.7
FR,1993-10,10.6
IT,1993-10,10.4
NL,1993-10,6.7
PT,1993-10,6.7
BE,1993-10,9.2
DE,1993-10,8.1
ES,1993-10,21.7
IT,1993-10,10.2
NL,1993-10,6.7
PT,1993-10,6.7
BE,1993-11,9.5
ES,1993-11,22.0
IT,1993-11,10.6
NL,1993-11,6.7
BE,1993-11,9.3
DE,1993-11,8.2
ES,1993-11,21.9
FR,1993-11,10.7
IT,1993-11,10.4
NL,1993-11,6.7
PT,1993-11,6.8
BE,1993-11,9.3
DE,1993-11,8.2
ES,1993-11,21.9
IT,1993-11,10.3
NL,1993-11,6.7
PT,1993-11,6.8
BE,1993-12,9.6
ES,1993-12,22.1
IT,1993-12,10.5
NL,1993-12,6.4
BE,1993-12,9.5
DE,1993-12,8.3
ES,1993-12,22.0
FR,1993-12,10.7
IT,1993-12,10.5
NL,1993-12,6.8
PT,1993-12,7.0
BE,1993-12,9.5
DE,1993-12,8.3
ES,1993-12,22.1
IT,1993-12,10.3
NL,1993-12,6.8
PT,1993-12,7.0
AT,1994-01,5.2
BE,1994-01,9.7
ES,1994-01,22.5
IT,1994-01,10.1
NL,1994-01,7.1
BE,1994-01,9.6
DE,1994-01,8.4
ES,1994-01,22.2
FR,1994-01,10.8
IT,1994-01,10.4
NL,1994-01,6.8
PT,1994-01,7.2
BE,1994-01,9.6
DE,1994-01,8.4
ES,1994-01,22.2
IT,1994-01,10.3
NL,1994-01,6.8
PT,1994-01,7.2
AT,1994-02,5.2
BE,1994-02,9.7
ES,1994-02,22.6
IT,1994-02,10.8
NL,1994-02,7.4
BE,1994-02,9.7
DE,1994-02,8.5
ES,1994-02,22.3
FR,1994-02,10.8
IT,1994-02,10.4
NL,1994-02,6.8
PT,1994-02,7.3
BE,1994-02,9.7
DE,1994-02,8.5
ES,1994-02,22.2
IT,1994-02,10.4
NL,1994-02,6.8
PT,1994-02,7.3
AT,1994-03,4.7
BE,1994-03,9.6
ES,1994-03,22.5
IT,1994-03,11.0
NL,1994-03,7.4
BE,1994-03,9.7
DE,1994-03,8.5
ES,1994-03,22.2
FR,1994-03,10.8
IT,1994-03,10.5
NL,1994-03,6.9
PT,1994-03,7.4
BE,1994-03,9.7
DE,1994-03,8.5
ES,1994-03,22.2
IT,1994-03,10.4
NL,1994-03,6.9
PT,1994-03,7.4
AT,1994-04,4.4
BE,1994-04,9.5
ES,1994-04,22.4
IT,1994-04,11.0
NL,1994-04,7.1
BE,1994-04,9.8
DE,1994-04,8.6
ES,1994-04,22.2
FR,1994-04,10.8
IT,1994-04,10.5
NL,1994-04,6.9
PT,1994-04,7.5
BE,1994-04,9.8
DE,1994-04,8.6
ES,1994-04,22.2
IT,1994-04,10.5
NL,1994-04,6.9
PT,1994-04,7.5
AT,1994-05,4.2
BE,1994-05,9.4
ES,1994-05,22.1
IT,1994-05,10.4
NL,1994-05,7.0
BE,1994-05,9.8
DE,1994-05,8.5
ES,1994-05,22.2
FR,1994-05,10.8
IT,1994-05,10.6
NL,1994-05,7.0
PT,1994-05,7.6
BE,1994-05,9.8
DE,1994-05,8.5
ES,1994-05,22.2
IT,1994-05,10.6
NL,1994-05,7.0
PT,1994-05,7.6
AT,1994-06,3.7
BE,1994-06,9.3
ES,1994-06,22.1
IT,1994-06,10.6
NL,1994-06,7.1
BE,1994-06,9.8
DE,1994-06,8.5
ES,1994-06,22.2
FR,1994-06,10.7
IT,1994-06,10.6
NL,1994-06,7.1
PT,1994-06,7.6
BE,1994-06,9.8
DE,1994-06,8.5
ES,1994-06,22.2
IT,1994-06,10.6
NL,1994-06,7.1
PT,1994-06,7.6
AT,1994-07,3.5
BE,1994-07,9.6
ES,1994-07,21.7
IT,1994-07,11.0
NL,1994-07,6.5
BE,1994-07,9.8
DE,1994-07,8.5
ES,1994-07,22.1
FR,1994-07,10.7
IT,1994-07,10.4
NL,1994-07,7.2
PT,1994-07,7.7
BE,1994-07,9.8
DE,1994-07,8.5
ES,1994-07,22.1
IT,1994-07,10.3
NL,1994-07,7.2
PT,1994-07,7.7
AT,1994-08,3.6
BE,1994-08,10.2
ES,1994-08,21.6
IT,1994-08,9.9
NL,1994-08,6.8
BE,1994-08,9.8
DE,1994-08,8.4
ES,1994-08,22.0
FR,1994-08,10.6
IT,1994-08,10.4
NL,1994-08,7.3
PT,1994-08,7.6
BE,1994-08,9.8
DE,1994-08,8.4
ES,1994-08,22.0
IT,1994-08,10.4
NL,1994-08,7.3
PT,1994-08,7.7
AT,1994-09,3.6
BE,1994-09,10.2
ES,1994-09,21.8
IT,1994-09,9.4
NL,1994-09,7.3
BE,1994-09,9.8
DE,1994-09,8.4
ES,1994-09,22.0
FR,1994-09,10.6
IT,1994-09,10.4
NL,1994-09,7.4
PT,1994-09,7.7
BE,1994-09,9.8
DE,1994-09,8.4
ES,1994-09,22.0
IT,1994-09,10.4
NL,1994-09,7.4
PT,1994-09,7.7
AT,1994-10,3.9
BE,1994-10,10.1
ES,1994-10,21.8
IT,1994-10,11.2
NL,1994-10,7.5
BE,1994-10,9.8
DE,1994-10,8.3
ES,1994-10,21.8
FR,1994-10,10.5
IT,1994-10,11.1
NL,1994-10,7.5
PT,1994-10,7.8
BE,1994-10,9.8
DE,1994-10,8.3
ES,1994-10,21.9
IT,1994-10,11.1
NL,1994-10,7.5
PT,1994-10,7.8
AT,1994-11,4.3
BE,1994-11,9.9
ES,1994-11,21.9
IT,1994-11,11.2
NL,1994-11,7.7
BE,1994-11,9.7
DE,1994-11,8.3
ES,1994-11,21.8
FR,1994-11,10.5
IT,1994-11,11.1
NL,1994-11,7.7
PT,1994-11,7.8
BE,1994-11,9.7
DE,1994-11,8.3
ES,1994-11,21.7
IT,1994-11,11.1
NL,1994-11,7.7
PT,1994-11,7.8
AT,1994-12,4.6
BE,1994-12,9.8
ES,1994-12,21.6
IT,1994-12,11.2
NL,1994-12,7.4
BE,1994-12,9.7
DE,1994-12,8.2
ES,1994-12,21.6
FR,1994-12,10.4
IT,1994-12,11.2
NL,1994-12,7.8
PT,1994-12,7.8
BE,1994-12,9.7
DE,1994-12,8.2
ES,1994-12,21.5
IT,1994-12,11.2
NL,1994-12,7.8
PT,1994-12,7.8
AT,1995-01,4.8
BE,1995-01,9.8
ES,1995-01,21.5
IT,1995-01,10.9
NL,1995-01,8.4
AT,1995-01,4.0
BE,1995-01,9.7
DE,1995-01,8.2
ES,1995-01,21.4
FR,1995-01,10.4
IT,1995-01,11.2
NL,1995-01,8.0
PT,1995-01,7.9
AT,1995-01,4.0
BE,1995-01,9.7
DE,1995-01,8.2
ES,1995-01,21.2
IT,1995-01,11.2
NL,1995-01,8.0
PT,1995-01,7.9
AT,1995-02,4.9
BE,1995-02,9.7
ES,1995-02,21.5
IT,1995-02,11.8
NL,1995-02,8.8
AT,1995-02,3.9
BE,1995-02,9.7
DE,1995-02,8.1
ES,1995-02,21.2
FR,1995-02,10.3
IT,1995-02,11.2
NL,1995-02,8.1
PT,1995-02,8.0
AT,1995-02,3.9
BE,1995-02,9.7
DE,1995-02,8.1
ES,1995-02,21.0
IT,1995-02,11.3
NL,1995-02,8.1
PT,1995-02,8.0
AT,1995-03,4.8
BE,1995-03,9.5
ES,1995-03,21.2
IT,1995-03,11.9
NL,1995-03,8.9
AT,1995-03,3.9
BE,1995-03,9.6
DE,1995-03,8.1
ES,1995-03,20.9
FR,1995-03,10.3
IT,1995-03,11.3
NL,1995-03,8.2
PT,1995-03,8.0
AT,1995-03,3.9
BE,1995-03,9.6
DE,1995-03,8.1
ES,1995-03,20.7
IT,1995-03,11.3
NL,1995-03,8.2
PT,1995-03,8.0
AT,1995-04,4.3
BE,1995-04,9.3
ES,1995-04,20.7
IT,1995-04,11.6
NL,1995-04,8.5
AT,1995-04,4.0
BE,1995-04,9.6
DE,1995-04,8.1
ES,1995-04,20.6
FR,1995-04,10.4
IT,1995-04,11.1
NL,1995-04,8.3
PT,1995-04,8.0
AT,1995-04,4.0
BE,1995-04,9.6
DE,1995-04,8.1
ES,1995-04,20.5
IT,1995-04,11.1
NL,1995-04,8.3
PT,1995-04,8.0
AT,1995-05,3.6
BE,1995-05,9.1
ES,1995-05,20.5
IT,1995-05,10.9
NL,1995-05,8.4
AT,1995-05,4.1
BE,1995-05,9.6
DE,1995-05,8.1
ES,1995-05,20.5
FR,1995-05,10.4
IT,1995-05,11.1
NL,1995-05,8.4
PT,1995-05,7.9
AT,1995-05,4.1
BE,1995-05,9.6
DE,1995-05,8.1
ES,1995-05,20.5
IT,1995-05,11.1
NL,1995-05,8.4
PT,1995-05,7.9
AT,1995-06,3.5
BE,1995-06,9.0
ES,1995-06,20.5
IT,1995-06,11.2
NL,1995-06,8.5
AT,1995-06,4.2
BE,1995-06,9.6
DE,1995-06,8.1
ES,1995-06,20.6
FR,1995-06,10.5
IT,1995-06,11.1
NL,1995-06,8.4
PT,1995-06,7.8
AT,1995-06,4.2
BE,1995-06,9.6
DE,1995-06,8.1
ES,1995-06,20.6
IT,1995-06,11.1
NL,1995-06,8.4
PT,1995-06,7.8
AT,1995-07,3.6
BE,1995-07,9.5
ES,1995-07,20.4
IT,1995-07,11.8
NL,1995-07,7.8
AT,1995-07,4.3
BE,1995-07,9.6
DE,1995-07,8.2
ES,1995-07,20.7
FR,1995-07,10.5
IT,1995-07,11.1
NL,1995-07,8.4
PT,1995-07,7.8
AT,1995-07,4.3
BE,1995-07,9.6
DE,1995-07,8.2
ES,1995-07,20.7
IT,1995-07,11.1
NL,1995-07,8.4
PT,1995-07,7.8
AT,1995-08,3.9
BE,1995-08,10.0
ES,1995-08,20.4
IT,1995-08,10.7
NL,1995-08,7.9
AT,1995-08,4.4
BE,1995-08,9.7
DE,1995-08,8.3
ES,1995-08,20.8
FR,1995-08,10.6
IT,1995-08,11.2
NL,1995-08,8.4
PT,1995-08,7.8
AT,1995-08,4.4
BE,1995-08,9.7
DE,1995-08,8.3
ES,1995-08,20.8
IT,1995-08,11.1
NL,1995-08,8.4
PT,1995-08,7.8
AT,1995-09,4.2
BE,1995-09,10.2
ES,1995-09,20.7
IT,1995-09,10.0
NL,1995-09,8.4
AT,1995-09,4.4
BE,1995-09,9.7
DE,1995-09,8.3
ES,1995-09,20.9
FR,1995-09,10.6
IT,1995-09,11.2
NL,1995-09,8.4
PT,1995-09,7.8
AT,1995-09,4.4
BE,1995-09,9.7
DE,1995-09,8.3
ES,1995-09,20.8
IT,1995-09,11.1
NL,1995-09,8.4
PT,1995-09,7.8
AT,1995-10,4.2
BE,1995-10,10.1
ES,1995-10,20.6
IT,1995-10,11.4
NL,1995-10,8.5
AT,1995-10,4.5
BE,1995-10,9.8
DE,1995-10,8.4
ES,1995-10,20.7
FR,1995-10,10.7
IT,1995-10,11.1
NL,1995-10,8.4
PT,1995-10,8.0
AT,1995-10,4.5
BE,1995-10,9.8
DE,1995-10,8.4
ES,1995-10,20.7
IT,1995-10,11.1
NL,1995-10,8.4
PT,1995-10,8.0
AT,1995-11,4.3
BE,1995-11,10.0
ES,1995-11,20.7
IT,1995-11,11.1
NL,1995-11,8.4
AT,1995-11,4.6
BE,1995-11,9.8
DE,1995-11,8.4
ES,1995-11,20.7
FR,1995-11,10.7
IT,1995-11,11.1
NL,1995-11,8.3
PT,1995-11,8.0
AT,1995-11,4.6
BE,1995-11,9.8
DE,1995-11,8.4
ES,1995-11,20.6
IT,1995-11,11.1
NL,1995-11,8.3
PT,1995-11,8.0
AT,1995-12,4.8
BE,1995-12,9.9
ES,1995-12,20.3
IT,1995-12,10.9
NL,1995-12,7.8
AT,1995-12,4.6
BE,1995-12,9.8
DE,1995-12,8.5
ES,1995-12,20.5
FR,1995-12,10.7
IT,1995-12,11.1
NL,1995-12,8.3
PT,1995-12,8.0
AT,1995-12,4.6
BE,1995-12,9.9
DE,1995-12,8.5
ES,1995-12,20.5
IT,1995-12,11.1
NL,1995-12,8.2
PT,1995-12,8.0
AT,1996-01,5.6
BE,1996-01,10.0
ES,1996-01,20.6
IT,1996-01,10.6
NL,1996-01,8.6
AT,1996-01,4.7
BE,1996-01,9.9
DE,1996-01,8.5
ES,1996-01,20.4
FR,1996-01,10.7
IT,1996-01,11.0
NL,1996-01,8.2
PT,1996-01,8.0
AT,1996-01,4.7
BE,1996-01,9.9
DE,1996-01,8.5
ES,1996-01,20.3
IT,1996-01,11.0
NL,1996-01,8.2
PT,1996-01,8.0
AT,1996-02,6.0
BE,1996-02,9.9
ES,1996-02,20.7
IT,1996-02,11.5
NL,1996-02,8.7
AT,1996-02,4.8
BE,1996-02,9.9
DE,1996-02,8.6
ES,1996-02,20.3
FR,1996-02,10.7
IT,1996-02,11.0
NL,1996-02,8.1
PT,1996-02,8.0
AT,1996-02,4.8
BE,1996-02,9.9
DE,1996-02,8.6
ES,1996-02,20.2
IT,1996-02,11.0
NL,1996-02,8.1
PT,1996-02,8.0
AT,1996-03,6.1
BE,1996-03,9.7
ES,1996-03,20.7
IT,1996-03,11.8
NL,1996-03,8.6
AT,1996-03,4.8
BE,1996-03,9.8
DE,1996-03,8.6
ES,1996-03,20.3
FR,1996-03,10.7
IT,1996-03,11.0
NL,1996-03,8.0
PT,1996-03,8.1
