country,date,unemployment
AT,1996-03,4.8
BE,1996-03,9.8
DE,1996-03,8.6
ES,1996-03,20.2
IT,1996-03,11.1
NL,1996-03,8.0
PT,1996-03,8.1
AT,1996-04,5.2
BE,1996-04,9.5
ES,1996-04,20.2
IT,1996-04,11.7
NL,1996-04,8.0
AT,1996-04,4.8
BE,1996-04,9.8
DE,1996-04,8.7
ES,1996-04,20.1
FR,1996-04,10.9
IT,1996-04,11.3
NL,1996-04,7.9
PT,1996-04,8.2
AT,1996-04,4.8
BE,1996-04,9.8
DE,1996-04,8.7
ES,1996-04,20.1
IT,1996-04,11.3
NL,1996-04,7.9
PT,1996-04,8.2
AT,1996-05,4.1
BE,1996-05,9.2
ES,1996-05,19.9
IT,1996-05,11.1
NL,1996-05,7.8
AT,1996-05,4.8
BE,1996-05,9.7
DE,1996-05,8.8
ES,1996-05,20.1
FR,1996-05,10.9
IT,1996-05,11.3
NL,1996-05,7.8
PT,1996-05,8.2
AT,1996-05,4.8
BE,1996-05,9.7
DE,1996-05,8.8
ES,1996-05,20.1
IT,1996-05,11.3
NL,1996-05,7.8
PT,1996-05,8.2
AT,1996-06,3.9
BE,1996-06,9.0
ES,1996-06,19.8
IT,1996-06,11.4
NL,1996-06,7.8
AT,1996-06,4.8
BE,1996-06,9.5
DE,1996-06,8.8
ES,1996-06,20.2
FR,1996-06,10.9
IT,1996-06,11.3
NL,1996-06,7.7
PT,1996-06,8.1
AT,1996-06,4.8
BE,1996-06,9.5
DE,1996-06,8.8
ES,1996-06,20.2
IT,1996-06,11.3
NL,1996-06,7.7
PT,1996-06,8.1
AT,1996-07,3.9
BE,1996-07,9.3
ES,1996-07,19.6
IT,1996-07,11.8
NL,1996-07,7.0
AT,1996-07,4.7
BE,1996-07,9.5
DE,1996-07,8.9
ES,1996-07,20.1
FR,1996-07,10.9
IT,1996-07,11.1
NL,1996-07,7.6
PT,1996-07,8.0
AT,1996-07,4.7
BE,1996-07,9.5
DE,1996-07,8.9
ES,1996-07,20.1
IT,1996-07,11.1
NL,1996-07,7.6
PT,1996-07,8.0
AT,1996-08,4.2
BE,1996-08,9.8
ES,1996-08,19.4
IT,1996-08,10.6
NL,1996-08,7.0
AT,1996-08,4.7
BE,1996-08,9.4
DE,1996-08,9.0
ES,1996-08,19.8
FR,1996-08,10.9
IT,1996-08,11.1
NL,1996-08,7.5
PT,1996-08,7.9
AT,1996-08,4.7
BE,1996-08,9.4
DE,1996-08,9.0
ES,1996-08,19.8
IT,1996-08,11.1
NL,1996-08,7.5
PT,1996-08,7.9
AT,1996-09,4.5
BE,1996-09,9.8
ES,1996-09,19.7
IT,1996-09,9.9
NL,1996-09,7.3
AT,1996-09,4.7
BE,1996-09,9.4
DE,1996-09,9.1
ES,1996-09,19.7
FR,1996-09,10.9
IT,1996-09,11.1
NL,1996-09,7.4
PT,1996-09,7.9
AT,1996-09,4.7
BE,1996-09,9.4
DE,1996-09,9.1
ES,1996-09,19.7
IT,1996-09,11.1
NL,1996-09,7.4
PT,1996-09,7.9
AT,1996-10,4.3
BE,1996-10,9.6
ES,1996-10,19.6
IT,1996-10,11.4
NL,1996-10,7.3
AT,1996-10,4.6
BE,1996-10,9.3
DE,1996-10,9.2
ES,1996-10,19.5
FR,1996-10,10.8
IT,1996-10,11.2
NL,1996-10,7.3
PT,1996-10,7.9
AT,1996-10,4.6
BE,1996-10,9.3
DE,1996-10,9.2
ES,1996-10,19.5
IT,1996-10,11.2
NL,1996-10,7.3
PT,1996-10,7.9
AT,1996-11,4.3
BE,1996-11,9.4
ES,1996-11,19.5
IT,1996-11,11.2
NL,1996-11,7.3
AT,1996-11,4.6
BE,1996-11,9.2
DE,1996-11,9.3
ES,1996-11,19.3
FR,1996-11,10.8
IT,1996-11,11.2
NL,1996-11,7.2
PT,1996-11,7.8
AT,1996-11,4.6
BE,1996-11,9.2
DE,1996-11,9.3
ES,1996-11,19.3
IT,1996-11,11.2
NL,1996-11,7.2
PT,1996-11,7.8
AT,1996-12,4.7
BE,1996-12,9.3
ES,1996-12,19.0
IT,1996-12,11.0
NL,1996-12,6.7
AT,1996-12,4.6
BE,1996-12,9.2
DE,1996-12,9.4
ES,1996-12,19.1
FR,1996-12,10.9
IT,1996-12,11.2
NL,1996-12,7.1
PT,1996-12,7.8
AT,1996-12,4.6
BE,1996-12,9.2
DE,1996-12,9.4
ES,1996-12,19.0
IT,1996-12,11.2
NL,1996-12,7.1
PT,1996-12,7.8
AT,1997-01,5.5
BE,1997-01,9.2
ES,1997-01,19.2
IT,1997-01,10.7
NL,1997-01,7.4
AT,1997-01,4.6
BE,1997-01,9.1
DE,1997-01,9.5
ES,1997-01,18.8
FR,1997-01,10.9
IT,1997-01,11.2
NL,1997-01,7.0
PT,1997-01,7.9
AT,1997-01,4.6
BE,1997-01,9.2
DE,1997-01,9.5
ES,1997-01,18.8
IT,1997-01,11.2
NL,1997-01,7.0
PT,1997-01,7.9
AT,1997-02,5.8
BE,1997-02,9.2
ES,1997-02,19.2
IT,1997-02,11.7
NL,1997-02,7.5
AT,1997-02,4.7
BE,1997-02,9.1
DE,1997-02,9.5
ES,1997-02,18.7
FR,1997-02,10.9
IT,1997-02,11.3
NL,1997-02,6.9
PT,1997-02,7.9
AT,1997-02,4.7
BE,1997-02,9.1
DE,1997-02,9.5
ES,1997-02,18.7
IT,1997-02,11.3
NL,1997-02,6.9
PT,1997-02,7.9
AT,1997-03,5.8
BE,1997-03,9.0
ES,1997-03,18.9
IT,1997-03,12.0
NL,1997-03,7.4
AT,1997-03,4.7
BE,1997-03,9.1
DE,1997-03,9.6
ES,1997-03,18.6
FR,1997-03,10.9
IT,1997-03,11.3
NL,1997-03,6.8
PT,1997-03,7.7
AT,1997-03,4.7
BE,1997-03,9.1
DE,1997-03,9.6
ES,1997-03,18.6
IT,1997-03,11.3
NL,1997-03,6.8
PT,1997-03,7.7
AT,1997-04,5.1
BE,1997-04,8.8
ES,1997-04,18.7
IT,1997-04,11.9
NL,1997-04,6.9
AT,1997-04,4.7
BE,1997-04,9.1
DE,1997-04,9.7
ES,1997-04,18.6
FR,1997-04,11.0
IT,1997-04,11.4
NL,1997-04,6.7
PT,1997-04,7.5
AT,1997-04,4.7
BE,1997-04,9.1
DE,1997-04,9.7
ES,1997-04,18.6
IT,1997-04,11.4
NL,1997-04,6.7
PT,1997-04,7.5
AT,1997-05,4.0
BE,1997-05,8.7
ES,1997-05,18.4
IT,1997-05,11.2
NL,1997-05,6.7
AT,1997-05,4.7
BE,1997-05,9.1
DE,1997-05,9.7
ES,1997-05,18.7
FR,1997-05,10.9
IT,1997-05,11.4
NL,1997-05,6.6
PT,1997-05,7.4
AT,1997-05,4.7
BE,1997-05,9.1
DE,1997-05,9.7
ES,1997-05,18.7
IT,1997-05,11.4
NL,1997-05,6.6
PT,1997-05,7.4
AT,1997-06,3.8
BE,1997-06,8.7
ES,1997-06,18.4
IT,1997-06,11.4
NL,1997-06,6.6
AT,1997-06,4.7
BE,1997-06,9.2
DE,1997-06,9.7
ES,1997-06,18.8
FR,1997-06,10.9
IT,1997-06,11.4
NL,1997-06,6.5
PT,1997-06,7.4
AT,1997-06,4.7
BE,1997-06,9.2
DE,1997-06,9.7
ES,1997-06,18.7
IT,1997-06,11.4
NL,1997-06,6.5
PT,1997-06,7.4
AT,1997-07,3.9
BE,1997-07,9.1
ES,1997-07,18.1
IT,1997-07,11.6
NL,1997-07,5.9
AT,1997-07,4.8
BE,1997-07,9.3
DE,1997-07,9.7
ES,1997-07,18.6
FR,1997-07,10.9
IT,1997-07,11.0
NL,1997-07,6.4
PT,1997-07,7.6
AT,1997-07,4.8
BE,1997-07,9.3
DE,1997-07,9.7
ES,1997-07,18.6
IT,1997-07,11.0
NL,1997-07,6.4
PT,1997-07,7.6
AT,1997-08,4.3
BE,1997-08,9.7
ES,1997-08,18.0
IT,1997-08,10.4
NL,1997-08,5.9
AT,1997-08,4.8
BE,1997-08,9.3
DE,1997-08,9.7
ES,1997-08,18.3
FR,1997-08,10.9
IT,1997-08,11.0
NL,1997-08,6.3
PT,1997-08,7.6
AT,1997-08,4.8
BE,1997-08,9.3
DE,1997-08,9.7
ES,1997-08,18.4
IT,1997-08,11.0
NL,1997-08,6.3
PT,1997-08,7.6
AT,1997-09,4.6
BE,1997-09,9.8
ES,1997-09,18.2
IT,1997-09,9.8
NL,1997-09,6.1
AT,1997-09,4.8
BE,1997-09,9.3
DE,1997-09,9.7
ES,1997-09,18.3
FR,1997-09,10.9
IT,1997-09,11.0
NL,1997-09,6.2
PT,1997-09,7.5
AT,1997-09,4.8
BE,1997-09,9.3
DE,1997-09,9.7
ES,1997-09,18.3
IT,1997-09,11.1
NL,1997-09,6.2
PT,1997-09,7.5
AT,1997-10,4.5
BE,1997-10,9.6
ES,1997-10,18.1
IT,1997-10,11.5
NL,1997-10,6.1
AT,1997-10,4.8
BE,1997-10,9.3
DE,1997-10,9.7
ES,1997-10,18.0
FR,1997-10,10.9
IT,1997-10,11.3
NL,1997-10,6.1
PT,1997-10,7.4
AT,1997-10,4.8
BE,1997-10,9.3
DE,1997-10,9.7
ES,1997-10,18.1
IT,1997-10,11.3
NL,1997-10,6.1
PT,1997-10,7.4
AT,1997-11,4.5
BE,1997-11,9.4
ES,1997-11,18.0
IT,1997-11,11.3
NL,1997-11,6.0
AT,1997-11,4.9
BE,1997-11,9.3
DE,1997-11,9.7
ES,1997-11,17.8
FR,1997-11,10.8
IT,1997-11,11.3
NL,1997-11,5.9
PT,1997-11,7.2
AT,1997-11,4.9
BE,1997-11,9.3
DE,1997-11,9.7
ES,1997-11,17.8
IT,1997-11,11.3
NL,1997-11,5.9
PT,1997-11,7.2
AT,1997-12,5.0
BE,1997-12,9.4
ES,1997-12,17.5
IT,1997-12,11.1
NL,1997-12,5.5
AT,1997-12,4.9
BE,1997-12,9.4
DE,1997-12,9.7
ES,1997-12,17.6
FR,1997-12,10.8
IT,1997-12,11.3
NL,1997-12,5.8
PT,1997-12,7.0
AT,1997-12,4.9
BE,1997-12,9.4
DE,1997-12,9.7
ES,1997-12,17.5
IT,1997-12,11.3
NL,1997-12,5.8
PT,1997-12,7.0
AT,1998-01,5.8
BE,1998-01,9.5
ES,1998-01,17.4
IT,1998-01,10.6
NL,1998-01,6.0
AT,1998-01,4.9
BE,1998-01,9.4
DE,1998-01,9.7
ES,1998-01,17.1
FR,1998-01,10.8
IT,1998-01,11.1
NL,1998-01,5.7
PT,1998-01,7.1
AT,1998-01,4.9
BE,1998-01,9.4
DE,1998-01,9.7
ES,1998-01,17.1
IT,1998-01,11.2
NL,1998-01,5.7
PT,1998-01,6.9
AT,1998-02,6.2
BE,1998-02,9.4
ES,1998-02,17.2
IT,1998-02,11.6
NL,1998-02,6.1
PT,1998-02,7.0
AT,1998-02,5.0
BE,1998-02,9.4
DE,1998-02,9.7
ES,1998-02,16.7
FR,1998-02,10.7
IT,1998-02,11.1
NL,1998-02,5.6
PT,1998-02,6.7
AT,1998-02,5.0
BE,1998-02,9.4
DE,1998-02,9.7
ES,1998-02,16.8
IT,1998-02,11.1
NL,1998-02,5.6
PT,1998-02,6.7
AT,1998-03,6.2
BE,1998-03,9.3
ES,1998-03,17.0
IT,1998-03,11.8
NL,1998-03,5.9
PT,1998-03,6.6
AT,1998-03,4.9
BE,1998-03,9.5
DE,1998-03,9.6
ES,1998-03,16.7
FR,1998-03,10.7
IT,1998-03,11.1
NL,1998-03,5.5
PT,1998-03,6.5
AT,1998-03,4.9
BE,1998-03,9.5
DE,1998-03,9.6
ES,1998-03,16.7
IT,1998-03,11.1
NL,1998-03,5.5
PT,1998-03,6.5
AT,1998-04,5.4
BE,1998-04,9.2
ES,1998-04,16.7
IT,1998-04,11.9
NL,1998-04,5.4
PT,1998-04,6.2
AT,1998-04,4.9
BE,1998-04,9.5
DE,1998-04,9.6
ES,1998-04,16.6
FR,1998-04,10.7
IT,1998-04,11.5
NL,1998-04,5.4
PT,1998-04,6.2
AT,1998-04,4.9
BE,1998-04,9.5
DE,1998-04,9.6
ES,1998-04,16.7
IT,1998-04,11.5
NL,1998-04,5.4
PT,1998-04,6.2
AT,1998-05,4.1
BE,1998-05,9.0
ES,1998-05,16.4
IT,1998-05,11.3
NL,1998-05,5.2
PT,1998-05,5.7
AT,1998-05,4.8
BE,1998-05,9.4
DE,1998-05,9.5
ES,1998-05,16.6
FR,1998-05,10.7
IT,1998-05,11.5
NL,1998-05,5.3
PT,1998-05,5.9
AT,1998-05,4.8
BE,1998-05,9.4
DE,1998-05,9.5
ES,1998-05,16.7
IT,1998-05,11.5
NL,1998-05,5.3
PT,1998-05,6.1
AT,1998-06,3.9
BE,1998-06,8.9
ES,1998-06,16.4
IT,1998-06,11.6
NL,1998-06,5.2
PT,1998-06,5.8
AT,1998-06,4.8
BE,1998-06,9.4
DE,1998-06,9.4
ES,1998-06,16.8
FR,1998-06,10.7
IT,1998-06,11.5
NL,1998-06,5.2
PT,1998-06,6.2
AT,1998-06,4.8
BE,1998-06,9.4
DE,1998-06,9.4
ES,1998-06,16.7
IT,1998-06,11.5
NL,1998-06,5.2
PT,1998-06,6.1
AT,1998-07,3.9
BE,1998-07,9.2
ES,1998-07,16.1
IT,1998-07,11.9
NL,1998-07,4.6
PT,1998-07,5.8
AT,1998-07,4.7
BE,1998-07,9.3
DE,1998-07,9.4
ES,1998-07,16.6
FR,1998-07,10.7
IT,1998-07,11.3
NL,1998-07,5.1
PT,1998-07,6.1
AT,1998-07,4.7
BE,1998-07,9.3
DE,1998-07,9.4
ES,1998-07,16.5
IT,1998-07,11.4
NL,1998-07,5.1
PT,1998-07,6.1
AT,1998-08,4.1
BE,1998-08,9.8
ES,1998-08,16.1
IT,1998-08,10.7
NL,1998-08,4.6
PT,1998-08,5.8
AT,1998-08,4.7
BE,1998-08,9.4
DE,1998-08,9.3
ES,1998-08,16.4
FR,1998-08,10.6
IT,1998-08,11.3
NL,1998-08,5.0
PT,1998-08,5.9
AT,1998-08,4.7
BE,1998-08,9.4
DE,1998-08,9.3
ES,1998-08,16.4
IT,1998-08,11.3
NL,1998-08,5.0
PT,1998-08,5.9
AT,1998-09,4.4
BE,1998-09,9.9
ES,1998-09,16.2
IT,1998-09,10.0
NL,1998-09,4.8
PT,1998-09,5.8
AT,1998-09,4.6
BE,1998-09,9.4
DE,1998-09,9.2
ES,1998-09,16.3
FR,1998-09,10.6
IT,1998-09,11.3
NL,1998-09,4.9
PT,1998-09,5.7
AT,1998-09,4.6
BE,1998-09,9.4
DE,1998-09,9.2
ES,1998-09,16.2
IT,1998-09,11.3
NL,1998-09,4.9
PT,1998-09,5.8
AT,1998-10,4.2
BE,1998-10,9.6
ES,1998-10,16.1
IT,1998-10,11.6
NL,1998-10,4.8
PT,1998-10,5.7
AT,1998-10,4.5
BE,1998-10,9.2
DE,1998-10,9.1
ES,1998-10,16.0
FR,1998-10,10.7
IT,1998-10,11.5
NL,1998-10,4.8
PT,1998-10,5.6
AT,1998-10,4.5
BE,1998-10,9.2
DE,1998-10,9.1
ES,1998-10,16.0
IT,1998-10,11.4
NL,1998-10,4.8
PT,1998-10,5.7
AT,1998-11,4.1
BE,1998-11,9.2
ES,1998-11,15.9
IT,1998-11,11.4
NL,1998-11,4.7
PT,1998-11,6.0
AT,1998-11,4.4
BE,1998-11,9.1
DE,1998-11,9.1
ES,1998-11,15.7
FR,1998-11,10.7
IT,1998-11,11.4
NL,1998-11,4.7
PT,1998-11,5.9
AT,1998-11,4.4
BE,1998-11,9.1
DE,1998-11,9.1
ES,1998-11,15.7
IT,1998-11,11.4
NL,1998-11,4.7
PT,1998-11,5.8
AT,1998-12,4.4
BE,1998-12,9.1
ES,1998-12,15.4
IT,1998-12,11.2
NL,1998-12,4.3
PT,1998-12,5.9
AT,1998-12,4.3
BE,1998-12,9.1
DE,1998-12,9.0
ES,1998-12,15.4
FR,1998-12,10.7
IT,1998-12,11.4
NL,1998-12,4.6
PT,1998-12,5.8
AT,1998-12,4.3
BE,1998-12,9.1
DE,1998-12,9.0
ES,1998-12,15.3
IT,1998-12,11.3
NL,1998-12,4.6
PT,1998-12,5.8
AT,1999-01,5.0
BE,1999-01,9.0
ES,1999-01,15.1
IT,1999-01,10.7
NL,1999-01,4.8
PT,1999-01,6.0
AT,1999-01,4.3
BE,1999-01,8.9
DE,1999-01,8.9
ES,1999-01,14.8
FR,1999-01,10.7
IT,1999-01,11.1
NL,1999-01,4.6
PT,1999-01,5.8
AT,1999-01,4.3
BE,1999-01,8.9
DE,1999-01,8.9
ES,1999-01,14.7
IT,1999-01,11.1
NL,1999-01,4.6
PT,1999-01,5.8
AT,1999-02,5.3
BE,1999-02,9.0
ES,1999-02,14.6
IT,1999-02,11.6
NL,1999-02,4.8
PT,1999-02,6.1
AT,1999-02,4.2
BE,1999-02,9.0
DE,1999-02,8.8
ES,1999-02,14.3
FR,1999-02,10.8
IT,1999-02,11.1
NL,1999-02,4.5
PT,1999-02,5.8
AT,1999-02,4.2
BE,1999-02,8.9
DE,1999-02,8.8
ES,1999-02,14.3
IT,1999-02,11.1
NL,1999-02,4.5
PT,1999-02,5.8
AT,1999-03,5.4
BE,1999-03,8.9
ES,1999-03,14.2
IT,1999-03,11.7
NL,1999-03,4.8
PT,1999-03,6.0
AT,1999-03,4.2
BE,1999-03,9.0
DE,1999-03,8.8
ES,1999-03,13.9
FR,1999-03,10.7
IT,1999-03,11.1
NL,1999-03,4.4
PT,1999-03,5.9
AT,1999-03,4.2
BE,1999-03,9.0
DE,1999-03,8.8
ES,1999-03,13.9
IT,1999-03,11.0
NL,1999-03,4.4
PT,1999-03,5.9
AT,1999-04,4.7
BE,1999-04,8.8
ES,1999-04,13.7
IT,1999-04,11.5
NL,1999-04,4.4
PT,1999-04,6.0
AT,1999-04,4.2
BE,1999-04,9.0
DE,1999-04,8.7
ES,1999-04,13.6
FR,1999-04,10.8
IT,1999-04,11.1
NL,1999-04,4.4
PT,1999-04,6.0
AT,1999-04,4.2
BE,1999-04,9.0
DE,1999-04,8.7
ES,1999-04,13.7
IT,1999-04,11.1
NL,1999-04,4.4
PT,1999-04,6.0
AT,1999-05,3.6
BE,1999-05,8.5
ES,1999-05,13.3
IT,1999-05,10.9
NL,1999-05,4.3
PT,1999-05,5.8
AT,1999-05,4.2
BE,1999-05,9.0
DE,1999-05,8.6
ES,1999-05,13.5
FR,1999-05,10.7
IT,1999-05,11.1
NL,1999-05,4.3
PT,1999-05,6.1
AT,1999-05,4.2
BE,1999-05,9.0
DE,1999-05,8.6
ES,1999-05,13.6
IT,1999-05,11.1
NL,1999-05,4.3
PT,1999-05,6.0
AT,1999-06,3.4
BE,1999-06,8.1
ES,1999-06,13.2
IT,1999-06,11.1
NL,1999-06,4.3
PT,1999-06,5.6
AT,1999-06,4.2
BE,1999-06,8.7
DE,1999-06,8.6
ES,1999-06,13.5
FR,1999-06,10.6
IT,1999-06,11.0
NL,1999-06,4.3
PT,1999-06,5.9
AT,1999-06,4.2
BE,1999-06,8.7
DE,1999-06,8.6
ES,1999-06,13.6
IT,1999-06,11.1
NL,1999-06,4.3
PT,1999-06,5.9
AT,1999-07,3.3
BE,1999-07,8.4
ES,1999-07,13.1
IT,1999-07,11.5
NL,1999-07,3.8
PT,1999-07,5.5
AT,1999-07,4.1
BE,1999-07,8.3
DE,1999-07,8.5
ES,1999-07,13.5
FR,1999-07,10.5
IT,1999-07,11.0
NL,1999-07,4.2
PT,1999-07,5.8
AT,1999-07,4.1
BE,1999-07,8.3
DE,1999-07,8.5
ES,1999-07,13.5
IT,1999-07,10.9
NL,1999-07,4.2
PT,1999-07,5.8
AT,1999-08,3.5
BE,1999-08,8.5
ES,1999-08,13.2
IT,1999-08,10.3
NL,1999-08,3.8
PT,1999-08,5.5
AT,1999-08,4.0
BE,1999-08,8.2
DE,1999-08,8.5
ES,1999-08,13.5
FR,1999-08,10.4
IT,1999-08,10.9
NL,1999-08,4.2
PT,1999-08,5.6
AT,1999-08,4.0
BE,1999-08,8.1
DE,1999-08,8.5
ES,1999-08,13.5
IT,1999-08,10.9
NL,1999-08,4.2
PT,1999-08,5.7
AT,1999-09,3.8
BE,1999-09,8.1
ES,1999-09,13.3
IT,1999-09,9.6
NL,1999-09,4.0
PT,1999-09,5.6
AT,1999-09,4.0
BE,1999-09,7.9
DE,1999-09,8.4
ES,1999-09,13.4
FR,1999-09,10.2
IT,1999-09,10.9
NL,1999-09,4.1
PT,1999-09,5.5
AT,1999-09,4.0
BE,1999-09,7.9
DE,1999-09,8.4
ES,1999-09,13.4
IT,1999-09,10.9
NL,1999-09,4.1
PT,1999-09,5.6
AT,1999-10,3.7
BE,1999-10,8.0
ES,1999-10,13.3
IT,1999-10,10.8
NL,1999-10,4.1
PT,1999-10,5.4
AT,1999-10,4.0
BE,1999-10,7.8
DE,1999-10,8.4
ES,1999-10,13.2
FR,1999-10,10.1
IT,1999-10,10.7
NL,1999-10,4.1
PT,1999-10,5.3
AT,1999-10,4.0
BE,1999-10,7.7
DE,1999-10,8.4
ES,1999-10,13.2
IT,1999-10,10.7
NL,1999-10,4.1
PT,1999-10,5.5
AT,1999-11,3.8
BE,1999-11,7.8
ES,1999-11,13.3
IT,1999-11,10.4
NL,1999-11,4.0
PT,1999-11,5.5
AT,1999-11,4.1
BE,1999-11,7.7
DE,1999-11,8.3
ES,1999-11,13.1
FR,1999-11,10.0
IT,1999-11,10.7
NL,1999-11,4.0
PT,1999-11,5.4
AT,1999-11,4.1
BE,1999-11,7.7
DE,1999-11,8.3
ES,1999-11,13.1
IT,1999-11,10.7
NL,1999-11,4.0
PT,1999-11,5.5
AT,1999-12,4.3
BE,1999-12,7.7
ES,1999-12,12.9
IT,1999-12,10.3
NL,1999-12,3.7
PT,1999-12,5.7
AT,1999-12,4.2
BE,1999-12,7.6
DE,1999-12,8.2
ES,1999-12,12.9
FR,1999-12,9.8
IT,1999-12,10.6
NL,1999-12,4.0
PT,1999-12,5.5
AT,1999-12,4.2
BE,1999-12,7.6
DE,1999-12,8.2
ES,1999-12,12.9
IT,1999-12,10.6
NL,1999-12,4.0
PT,1999-12,5.5
AT,2000-01,5.0
BE,2000-01,7.5
ES,2000-01,13.1
IT,2000-01,10.2
NL,2000-01,4.1
PT,2000-01,5.8
AT,2000-01,4.3
BE,2000-01,7.3
DE,2000-01,8.2
ES,2000-01,12.8
FR,2000-01,9.8
IT,2000-01,10.6
NL,2000-01,3.9
PT,2000-01,5.6
AT,2000-01,4.3
BE,2000-01,7.5
DE,2000-01,8.2
ES,2000-01,12.7
IT,2000-01,10.6
NL,2000-01,3.9
PT,2000-01,5.5
AT,2000-02,5.4
BE,2000-02,7.2
ES,2000-02,12.8
IT,2000-02,11.1
NL,2000-02,4.2
PT,2000-02,5.7
AT,2000-02,4.3
BE,2000-02,7.1
DE,2000-02,8.1
ES,2000-02,12.4
FR,2000-02,9.6
IT,2000-02,10.6
NL,2000-02,3.9
PT,2000-02,5.4
AT,2000-02,4.3
BE,2000-02,7.2
DE,2000-02,8.1
ES,2000-02,12.4
IT,2000-02,10.6
NL,2000-02,3.9
PT,2000-02,5.4
AT,2000-03,5.3
BE,2000-03,6.8
ES,2000-03,12.4
IT,2000-03,11.2
NL,2000-03,4.2
PT,2000-03,5.3
AT,2000-03,4.1
BE,2000-03,6.9
DE,2000-03,8.1
ES,2000-03,12.2
FR,2000-03,9.5
IT,2000-03,10.5
NL,2000-03,3.8
PT,2000-03,5.3
AT,2000-03,4.1
BE,2000-03,7.0
DE,2000-03,8.1
ES,2000-03,12.2
IT,2000-03,10.5
NL,2000-03,3.8
PT,2000-03,5.3
AT,2000-04,4.2
BE,2000-04,6.7
ES,2000-04,12.0
IT,2000-04,10.7
NL,2000-04,3.9
PT,2000-04,5.2
AT,2000-04,3.8
BE,2000-04,6.9
DE,2000-04,8.0
ES,2000-04,12.0
FR,2000-04,9.4
IT,2000-04,10.3
NL,2000-04,3.8
PT,2000-04,5.2
AT,2000-04,3.9
BE,2000-04,6.9
DE,2000-04,8.0
ES,2000-04,12.1
IT,2000-04,10.2
NL,2000-04,3.8
PT,2000-04,5.2
AT,2000-05,3.2
BE,2000-05,6.4
ES,2000-05,11.7
IT,2000-05,10.0
NL,2000-05,3.8
PT,2000-05,5.0
AT,2000-05,3.7
BE,2000-05,6.8
DE,2000-05,8.0
ES,2000-05,11.9
FR,2000-05,9.3
IT,2000-05,10.3
NL,2000-05,3.7
PT,2000-05,5.3
AT,2000-05,3.7
BE,2000-05,6.8
DE,2000-05,8.0
ES,2000-05,12.0
IT,2000-05,10.2
NL,2000-05,3.7
PT,2000-05,5.3
AT,2000-06,3.0
BE,2000-06,6.3
ES,2000-06,11.6
IT,2000-06,10.2
NL,2000-06,3.7
PT,2000-06,4.9
AT,2000-06,3.6
BE,2000-06,6.7
DE,2000-06,8.0
ES,2000-06,11.9
FR,2000-06,9.2
IT,2000-06,10.2
NL,2000-06,3.7
PT,2000-06,5.2
AT,2000-06,3.6
BE,2000-06,6.7
DE,2000-06,8.0
ES,2000-06,12.0
IT,2000-06,10.1
NL,2000-06,3.7
PT,2000-06,5.2
AT,2000-07,3.1
BE,2000-07,6.8
ES,2000-07,11.6
IT,2000-07,10.5
NL,2000-07,3.3
PT,2000-07,5.0
AT,2000-07,3.8
BE,2000-07,6.8
DE,2000-07,7.9
ES,2000-07,11.9
FR,2000-07,9.1
IT,2000-07,10.0
NL,2000-07,3.6
PT,2000-07,5.3
AT,2000-07,3.8
BE,2000-07,6.7
DE,2000-07,7.9
ES,2000-07,11.9
IT,2000-07,10.0
NL,2000-07,3.6
PT,2000-07,5.3
AT,2000-08,3.4
BE,2000-08,7.3
ES,2000-08,11.6
IT,2000-08,9.5
NL,2000-08,3.3
PT,2000-08,5.3
AT,2000-08,3.8
BE,2000-08,7.0
DE,2000-08,7.9
ES,2000-08,11.8
FR,2000-08,9.0
IT,2000-08,10.0
NL,2000-08,3.6
PT,2000-08,5.4
AT,2000-08,3.8
BE,2000-08,6.9
DE,2000-08,7.9
ES,2000-08,11.8
IT,2000-08,10.0
NL,2000-08,3.6
PT,2000-08,5.3
AT,2000-09,3.7
BE,2000-09,7.1
ES,2000-09,11.7
IT,2000-09,8.8
NL,2000-09,3.5
PT,2000-09,5.4
AT,2000-09,3.9
BE,2000-09,6.9
DE,2000-09,7.9
ES,2000-09,11.7
FR,2000-09,8.9
IT,2000-09,9.9
NL,2000-09,3.5
PT,2000-09,5.4
AT,2000-09,3.9
BE,2000-09,6.9
DE,2000-09,7.9
ES,2000-09,11.7
IT,2000-09,9.9
NL,2000-09,3.5
PT,2000-09,5.3
AT,2000-10,3.6
BE,2000-10,7.0
ES,2000-10,11.7
IT,2000-10,9.8
NL,2000-10,3.5
PT,2000-10,5.3
AT,2000-10,3.8
BE,2000-10,6.8
DE,2000-10,7.8
ES,2000-10,11.7
FR,2000-10,8.8
IT,2000-10,9.6
NL,2000-10,3.4
PT,2000-10,5.2
AT,2000-10,3.8
BE,2000-10,6.8
DE,2000-10,7.8
ES,2000-10,11.6
IT,2000-10,9.7
NL,2000-10,3.4
PT,2000-10,5.2
AT,2000-11,3.5
BE,2000-11,6.8
ES,2000-11,11.6
IT,2000-11,9.4
NL,2000-11,3.4
PT,2000-11,5.1
AT,2000-11,3.8
BE,2000-11,6.7
DE,2000-11,7.8
ES,2000-11,11.5
FR,2000-11,8.8
IT,2000-11,9.6
NL,2000-11,3.4
PT,2000-11,5.0
AT,2000-11,3.8
BE,2000-11,6.7
DE,2000-11,7.8
ES,2000-11,11.4
IT,2000-11,9.7
NL,2000-11,3.4
PT,2000-11,5.1
AT,2000-12,3.8
BE,2000-12,6.6
ES,2000-12,11.2
IT,2000-12,9.2
